designation,description,productid,imageid,prdtypecode,image_name,designation_clean,fname,image_rel
Corolle Mini Poupée Grelot 2008 Avec Sou Mouchoir 17 Cm,,152926388,908500519,1280,image_908500519_product_152926388.jpg,corolle poupée grelot sou mouchoir,image_908500519_product_152926388.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_908500519_product_152926388.jpg
Dans La Tête De Bachar Al-Assad,Aucune notion de science politique ne peut définir la nature du pouvoir de Bachar al-Assad. Ressemblant par certains traits aux dictatures d'Amérique latine par d'autres aux anciens régimes d'Europe de l'Est il s'en distingue par son caractère héréditaire et communautaire une propension inouïe à la violence contre son peuple. Massacres génocidaires bombardements conventionnels  attaques chimiques Bachar al-Assad franchit impunément toutes les lignes rouges. On l'imagine s'adressant en fils reconnaissant au spectre de son géniteur : Tu as massacré 20 000 personnes à Hama ? Moi c'est beaucoup plus beaucoup beaucoup plus on compte les morts par centaines de milliers. Je ne te cache pas que j'ai été aidé par toutes sortes d'amis les Iraniens et les Russes en particulier... Au fil des pages les auteurs dessinent le portrait d'un tyran à l'image moderne et lisse qui a su perfectionner un système : parti unique le Baath élections truquées enrichissements claniques mafieux diabolisation de l'opposition tortures exécutions sommaires police secrète omniprésente armée d'informateurs muftis et patriarches à sa botte instrumentalisation du conflit israélo-palestinien... Pour aboutir à un modèle totalitaire qui n'a rien à envier aux pires dictatures de l'histoire et n'a pas gêné ses soutiens occidentaux venus tant de l'extrême droite naturellement antidémocratique que de la gauche anti-impérialiste . Et pendant ce temps la Syrie devenait l'enfer d'une autre planète.,3451840886,1269202459,2705,image_1269202459_product_3451840886.jpg,tête bachar assad,image_1269202459_product_3451840886.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1269202459_product_3451840886.jpg
Bard's Tale - Best Gamer,,63509708,833090901,40,image_833090901_product_63509708.jpg,bard tale best gamer,image_833090901_product_63509708.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_833090901_product_63509708.jpg
Dragon Ball Super - Bt4-071 R Big Leader - Bardock / Bardock L'incontrôlable,,3750290363,1240984475,1160,image_1240984475_product_3750290363.jpg,dragon ball big leader bardock bardock incontrôlable,image_1240984475_product_3750290363.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1240984475_product_3750290363.jpg
Crâne Parure De Couette Housse De Couette + Taies D'oreiller 3d Imprimés Polyester Parure De Lit,<ul><li>Crâne Parure de lit Housse de Couette &#43; taies d&#39;oreiller 3D imprimés Polyester Parure de Couette .</li><li>Tissu respirant fibre super douce processus de tissu haute densité prend soin de chaque centimètre de votre peau.</li><li>Le kit ne contient aucun matériau de remplissage. S&#39;il vous plaît vérifier les informations de taille avant de commander.</li><li>Matièreprincipale :Polyester extra-fin de haute qualité.</li><li>Technologie de teinture réactive et de tissage simple</li></ul>,4147140423,1300539220,1920,image_1300539220_product_4147140423.jpg,crâne parure couette housse couette taies oreiller imprimés polyester parure lit,image_1300539220_product_4147140423.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1300539220_product_4147140423.jpg
C/SEP LONG GAUCHE ANCIEN MODELE 063604 OR.KVE,,1657064379,1096609676,2585,image_1096609676_product_1657064379.jpg,sep long gauche modele kve,image_1096609676_product_1657064379.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1096609676_product_1657064379.jpg
Pouf D'extérieur Teck/Corde - Biak - L 66 X L 68 X H 47,Pouf de salon de jardin qualité prémium. Mobilier de jardin avec carcasse en bois massif de Teck. Meuble de jardin avec coussins fournis. Assise de complément pour le coin salon de votre terrasse. Repose pieds finition cordes spécialement développées pour une utilisation en extérieur. Dimensions : L 66 x l 68 x H 47 cm,3833397017,1250565603,2582,image_1250565603_product_3833397017.jpg,pouf extérieur teck corde biak,image_1250565603_product_3833397017.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1250565603_product_3833397017.jpg
Metal Die Cutting Dies Stencil For Diy Scrapbooking Album Paper Card Decor Crafthpp10390,Metal Die Cutting Dies Stencil For DIY Scrapbooking Album Paper Card Decor Craft Feature:100% Brand new and high quality. DIY hand embossing Can help children&#39;s ability to develop intelligence Made of steel materialgood hardness and soft to touch. Best for making a beautiful greeting cards. It can make different shape of paper crafts. Which can be used to cut emboss or stencil. These die cuts will allow you to make homemade cards frames and cutouts. Die cut or emboss shapes with your favorite manual machine you can even use these dies as stencils. Amusing and meaningfulhurry up to try it. Size:12.5X10CM Material: Carbon steel Package Include: Set of Cutting Dies,4061611280,1283761973,2582,image_1283761973_product_4061611280.jpg,metal cutting dies stencil diy scrapbooking album paper card decor crafthpp,image_1283761973_product_4061611280.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1283761973_product_4061611280.jpg
Driade Set De 4 Fauteuils Soft Egg (Gris - Polypropylène),Soft Egg de Driade est un fauteuil qui reprend toutes les rondeurs typiques des années 50 en les rendant cependant ergonomiquement correctes et de plus adaptées à un usage en extérieur. Cela est possible grâce aux les perforations latérales fondamentales aussi bien de pour l&#39;écoulement de l&#39;eau de pluie que pour l&#39;empilage. &#34;&#34;Soft egg&#34;&#34; propose une image organique capable de se fondre de manière incroyable avec le caractère organique de la nature.,1978501643,1117984725,2582,image_1117984725_product_1978501643.jpg,driade fauteuils soft egg polypropylène,image_1117984725_product_1978501643.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1117984725_product_1978501643.jpg
Pour Dji Air Drone Nd64 Mavic-Pl Appareil Photo Étanche Filtres Lens_2464 @Cocoworld-Générique,Pour DJI Air Drone ND64 Mavic-PL Filtres Camera Lens étanche Caractéristiques: spécialement conçue pour DJI Air Drone caméra Mavic FPV. étanche à l&#39;eau efficace &amp; amp; la performance anti-rayures (multi-couches de film de revêtement). Poids léger composant logiciel enfichable sur la conception n&#39;affectera pas l&#39;auto-inspection de la caméra. Compatible avec: DJI Air Drone MAVIC Filtre de densité neutre (ND64-PL) Idéal pour les portraits et les scènes en plein air en plein soleil. Réduit la quantité de lumière atteignant le film sans affecter la couleur. Applique la vitesse d&#39;obturation lente sous une forte exposition au soleil. Permet des ouvertures plus larges la profondeur diminuant effectivement de champ. Fait de verre optique de haute qualité. Le forfait comprend: 1 x ND64-PL Filtre Lentille,3748204816,1240723857,1300,image_1240723857_product_3748204816.jpg,dji air drone mavic appareil photo étanche filtres lens cocoworld,image_1240723857_product_3748204816.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1240723857_product_3748204816.jpg
Led Coloré Lumière Changeante Fibre Fleur De Nuit De Noël Enfants Décor Cadeau Sweetheart93,LED coloré lumière changeante fibre fleur de nuit de Noël Enfants cadeau DecorFeature: 100% tout neuf et de haute qualityMaterial: ABS &#43; LEDColorSize: Comme shownPower Alimentation: 3 x Mode BatteryOperation Bouton: appuyez sur elle light7 différentes couleurs couleurs-auto-changement très beautifulPerfect cadeau de Noël pour childrenBehind la fibre rougeoyante ouvrir le commutateur sept couleurs pour créer une belle décoration de Noël atmosphere.Perfect Noël à la maison stickers.Made de matériel de qualité supérieure présente une bonne résistance pour vos useIts à long terme lumière douce et est bon pour votre eyesGreat pour toute occasion ou décoration ont besoin de très bien utilisé dans la chambre homeAs un cadeau bars fête de Noël cafés restaurants fête de mariage et d&#39;autres lieux romantiques package: 1 x décoration LED,4231417745,1323438003,1280,image_1323438003_product_4231417745.jpg,led coloré lumière changeante fibre fleur nuit noël enfants décor cadeau sweetheart,image_1323438003_product_4231417745.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1323438003_product_4231417745.jpg
Spa Mania 2 - Jeu En Téléchargement,<p>La chaîne de stations thermales de Jade a toujours été connue pour être la plus relaxante biologique et écologique ! Toutefois récemment ses clients ont commencé à se plaindre. Donc Jade doit voyager à travers le pays et vérifier chacune de ses stations thermales.</p> <p>Améliorez chaque station thermale pour qu&#39;elles soient de plus en plus écologiques et assurez-vous que chacun de vos clients soient parfaitement relaxés dans ce frénétique jeu de gestion du temps. Survivrez-vous à la Spa Mania ?</p><p>Points forts de Spa Mania 2</p><ul><li>Faites l&#39;acquisition d&#39;améliorations amusantes </li><li>Stoppez les saboteurs </li><li>Sauvez les stations thermales de Jade !</li></ul>,1711730684,1100083493,2905,image_1100083493_product_1711730684.jpg,spa mania jeu téléchargement,image_1100083493_product_1711730684.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1100083493_product_1711730684.jpg
Connaissance Des Arts N° 106 Du 01/12/1960 - Le Faux Maitres De Moulins Et Le Vrai  -  La Calligraphie Dans La Peinture Acuelle  -  Sculpture  -   Collection De M. R. Sainsbury  - Manuscrits  -    Archives Du Surrealisme  -  Eloge De La Tulipiere ...,,435874057,1008021839,2280,image_1008021839_product_435874057.jpg,connaissance arts faux maitres moulins vrai calligraphie peinture acuelle sculpture sainsbury manuscrits archives surrealisme eloge tulipiere,image_1008021839_product_435874057.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1008021839_product_435874057.jpg
Move & Grow Tapis Puzzle City,,474495770,1318164534,1320,image_1318164534_product_474495770.jpg,move grow tapis puzzle city,image_1318164534_product_474495770.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1318164534_product_474495770.jpg
3000lumen Capteur Led Ir Xpe Usb Rechargeable Headlamp Camping Randonnée Phares Goverie,3000Lumen XPE LED capteur IR USB rechargeable Headlamp Camping Randonnée HeadlightFeature: 100% tout neuf et haute du matériel de qualité de quality.High avec longues années de service time.Built batterie rechargeable serre-tête pratique pour use.Elastic avec boucle réglable pour adapter à la plupart people.Small simples léger construction facile à transporter et luminosité operate.High énergie faible consommation d&#39;énergie d&#39;économie de l&#39;environnement friendly.Sensor bouton oN / OFF: led bleu lumière lorsqu&#39;elle est activée premier clic permet blanc conduit à allumer en agitant la main dans ofheadlamp avant et il atteindra la plus brillante second clic désactive le mouvement sensor.4 modes de lumière blanche: max blanc (seul pendant 4 heures) dim blanc (seul pendant 10 heures) stroboscopique blanc (single pendant 20 heures) whiteCycle entre les lED blanches et rouges en maintenant des boutons pour trois secondes.Pratique appropriée pour la plupart à l&#39;intérieur comme l&#39;entretien ménager et activités de plein air comme le camping carte randonnée pêche spéléologie voile vol de nuit de pêche readingnight et la chasse etc. Spécifications: Matériel: plasticSize: circonférence 6x4x3.5cmHead: 58cm (L * W * T) Longueur du câble USB: 525 cmLumens: temps 3000lmWorking: temps 4-20hrsCharge: 2.5hrsBattery: batterie intégrée rechargeable Li-polymère (3.7V 1200mAh) (note:. S&#39;il vous plaît permettre erreur 1-2cm en raison de la mesure manuelle et légère différence de couleur provoqué par la lumière et de l&#39;écran) le paquet contient: 1x de Headlamp câble de charge USBbatterie intégrée rechargeable Li-polymère (3.7V 1200mAh) (Remarque: S&#39;il vous plaît permettre erreur 1-2cm en raison de la mesure manuelle et légère différence de couleur provoqué par la lumière et de l&#39;écran.) Le paquet contient: 1x lampe frontale câble de charge USB debatterie intégrée rechargeable Li-polymère (3.7V 1200mAh) (Remarque: S&#39;il vous plaît permettre erreur 1-2cm en raison de la mesure manuelle et légère différence de couleur provoqué par la lumière et de l&#39;écran.) Le paquet contient: 1x lampe frontale câble de charge USB de,4234147030,1323679165,1302,image_1323679165_product_4234147030.jpg,lumen capteur led xpe usb rechargeable headlamp camping randonnée phares goverie,image_1323679165_product_4234147030.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1323679165_product_4234147030.jpg
Les Sims 2 Fun En Famille Kit,,75010826,846013245,40,image_846013245_product_75010826.jpg,sims fun famille,image_846013245_product_75010826.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_846013245_product_75010826.jpg
La Dette De Louis Xv,,2041771955,1121727294,2705,image_1121727294_product_2041771955.jpg,dette louis,image_1121727294_product_2041771955.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1121727294_product_2041771955.jpg
Maken-Ki! Himegami Kodama Nobinobi Swim Suit Petanko Version 1/6 Pvc Figurine,,294374946,987596389,1140,image_987596389_product_294374946.jpg,maken himegami kodama nobinobi swim suit petanko figurine,image_987596389_product_294374946.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_987596389_product_294374946.jpg
